match_id,date,season,tournament_name,is_worldcup,match_stage,team1,team2,venue,city,toss_winner,toss_decision,winner,result_type,format,innings1_team,innings1_runs,innings1_wkts,innings1_overs,innings2_team,innings2_runs,innings2_wkts,innings2_overs,year,month,batting_first,chasing_team,first_innings_score,second_innings_score,match_result,elo_team1,elo_team2,elo_diff,team1_form_5,team2_form_5,team1_form_10,team2_form_10,h2h_win_pct
5844259660,2025-04-08,2025,Uganda Women tour of Namibia,False,,Uganda,Namibia,"High Performance Oval, Windhoek",Windhoek,Namibia,field,Uganda,unknown,T20,Uganda,98,5,20.8,Namibia,96.0,6.0,20.7,2025,4,Uganda,Namibia,98,96.0,completed,1762.1496383725694,1612.2479776559546,149.90166071661474,0.8,0.6,0.8,0.6,0.3684210526315789
-519410872,2025-04-08,2025,Norway tour of Portugal,False,,Norway,Portugal,Santarem Cricket Ground,Albergaria,Norway,bat,Portugal,unknown,T20,Norway,137,7,20.8,Portugal,138.0,6.0,19.0,2025,4,Norway,Portugal,137,138.0,completed,1517.4493930281596,1539.6186876240179,-22.16929459585822,0.4,0.4,0.5,0.6,0.6666666666666666
-783014865,2025-04-09,2025,Norway Women tour of Portugal,False,,Norway,Portugal,Santarem Cricket Ground,Albergaria,Portugal,field,Portugal,unknown,T20,Norway,124,7,23.3,Portugal,127.0,1.0,19.8,2025,4,Norway,Portugal,124,127.0,completed,1502.468943446654,1554.5991372055234,-52.13019375886938,0.6,0.6,0.4,0.5,0.5
-268348425,2025-04-09,2025,Quadrangular Twenty20 Series (Hong Kong),False,,Qatar,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Nepal,field,Nepal,unknown,T20,Qatar,151,5,20.2,Nepal,154.0,2.0,18.3,2025,4,Qatar,Nepal,151,154.0,completed,1518.707397480898,1523.7975021096258,-5.090104628727886,0.2,0.4,0.5,0.2,0.16666666666666666
-354243043,2025-04-09,2025,Quadrangular Twenty20 Series (Hong Kong),False,,Hong Kong,Kuwait,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Kuwait,field,Kuwait,unknown,T20,Hong Kong,175,5,21.5,Kuwait,180.0,6.0,19.3,2025,4,Hong Kong,Kuwait,175,180.0,completed,1555.2843121562169,1554.3421943511912,0.9421178050256458,0.3,0.4,0.55,0.6,0.7272727272727273
8109248335,2025-04-09,2025,Norway tour of Portugal,False,,Portugal,Norway,Santarem Cricket Ground,Albergaria,Portugal,bat,Portugal,unknown,T20,Portugal,189,8,21.0,Norway,135.0,9.0,21.2,2025,4,Portugal,Norway,189,135.0,completed,1568.2163076961103,1488.8517729560672,79.36453474004315,0.6,0.6,0.5,0.4,0.6
8039122246,2025-04-09,2025,Uganda Women tour of Namibia,False,,Uganda,Namibia,"High Performance Oval, Windhoek",Windhoek,Namibia,field,Uganda,unknown,T20,Uganda,95,5,20.7,Namibia,90.0,7.0,20.3,2025,4,Uganda,Namibia,95,90.0,completed,1771.6450980623126,1602.7525179662114,168.89258009610126,0.8,0.6,0.8,0.5,0.4
-726191357,2025-04-09,2025,Kartini Cup,False,,Cook Islands,Indonesia,Udayana Cricket Ground,Bali,Cook Islands,bat,Indonesia,unknown,T20,Cook Islands,65,8,21.7,Indonesia,66.0,2.0,10.5,2025,4,Cook Islands,Indonesia,65,66.0,completed,1488.2073171232623,1460.7883068095302,27.419010313732088,0.6,0.2,0.5,0.6,0.0
-460548295,2025-04-10,2025,Kartini Cup,False,,Indonesia,Philippines,Udayana Cricket Ground,Bali,Philippines,field,Indonesia,unknown,T20,Indonesia,132,8,22.8,Philippines,56.0,10.0,18.0,2025,4,Indonesia,Philippines,132,56.0,completed,1478.0483840247655,1413.7077693227359,64.3406147020296,0.4,0.4,0.6,0.4,0.42857142857142855
4813265739,2025-04-10,2025,Quadrangular Twenty20 Series (Hong Kong),False,,Hong Kong,Qatar,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Qatar,field,Hong Kong,unknown,T20,Hong Kong,197,7,21.3,Qatar,129.0,10.0,19.7,2025,4,Hong Kong,Qatar,197,129.0,completed,1539.2409261342814,1502.9417886922513,36.29913744203009,0.3,0.2,0.45,0.4,0.6666666666666666
